Record Date,Statement Fiscal Year,Restatement Flag,Agency Name,Gross Cost (in Billions),Earned Revenue (in Billions),Subtotal (in Billions),Change in Assumptions (in Billions),Net Cost (in Billions),Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2016-09-30,2016,N,General Services Administration,0.6,0.7,-0.1,null,-0.1,31,2016,4,2016,3,09,30
2016-09-30,2016,N,Overseas Private Investment Corporation,null,0.1,-0.1,null,-0.1,32,2016,4,2016,3,09,30
2016-09-30,2016,N,Securities and Exchange Commission,1.7,2.0,-0.3,null,-0.3,33,2016,4,2016,3,09,30
2016-09-30,2016,N,Farm Credit System Insurance Corporation,null,0.3,-0.3,null,-0.3,34,2016,4,2016,3,09,30
2016-09-30,2016,N,National Credit Union Administration,-0.7,0.1,-0.8,null,-0.8,35,2016,4,2016,3,09,30
2016-09-30,2016,N,Tennessee Valley Authority,9.3,10.6,-1.3,null,-1.3,36,2016,4,2016,3,09,30
2016-09-30,2016,N,Export-Import Bank of the United States,-0.2,1.2,-1.4,null,-1.4,37,2016,4,2016,3,09,30
2016-09-30,2016,N,Office of Personnel Management,60.2,21.3,38.9,-47.1,-8.2,38,2016,4,2016,3,09,30
2016-09-30,2016,N,Federal Deposit Insurance Corporation,0.2,9.5,-9.3,null,-9.3,39,2016,4,2016,3,09,30
2016-09-30,2016,N,All other entities,21.1,1.3,19.8,null,19.8,40,2016,4,2016,3,09,30
2016-09-30,2016,N,Total,4507.7,376.6,4131.1,273.3,4404.4,41,2016,4,2016,3,09,30
2016-09-30,2015,Y,Department of Health and Human Services,1130.9,101.3,1029.6,-0.1,1029.5,1,2016,4,2016,3,09,30
2016-09-30,2015,Y,Social Security Administration,945.0,0.3,944.7,null,944.7,2,2016,4,2016,3,09,30
2016-09-30,2015,Y,Department of Veterans Affairs,193.1,4.8,188.3,-13.0,175.3,3,2016,4,2016,3,09,30
2016-09-30,2015,Y,Department of Defense,634.9,45.5,589.4,-27.5,561.9,4,2016,4,2016,3,09,30
2016-09-30,2015,Y,Interest on Treasury Securities Held by the Public,250.8,null,250.8,null,250.8,5,2016,4,2016,3,09,30
2016-09-30,2015,Y,Department of Agriculture,147.7,9.1,138.6,null,138.6,6,2016,4,2016,3,09,30
2016-09-30,2015,Y,Department of the Treasury,146.0,29.3,116.7,null,116.7,7,2016,4,2016,3,09,30
2016-09-30,2015,Y,Department of Transportation,76.1,0.8,75.3,null,75.3,8,2016,4,2016,3,09,30
2016-09-30,2015,Y,Department of Education,71.3,26.6,44.7,null,44.7,9,2016,4,2016,3,09,30
2016-09-30,2015,Y,Department of Energy,76.5,4.6,71.9,null,71.9,10,2016,4,2016,3,09,30
2016-09-30,2015,Y,Department of Homeland Security,60.2,12.1,48.1,4.1,52.2,11,2016,4,2016,3,09,30
2016-09-30,2015,Y,Department of Labor,45.8,null,45.8,null,45.8,12,2016,4,2016,3,09,30
2016-09-30,2015,Y,Department of Justice,32.3,1.7,30.6,null,30.6,13,2016,4,2016,3,09,30
2016-09-30,2015,Y,Defense Security Cooperation Agency,38.8,null,38.8,null,38.8,14,2016,4,2016,3,09,30
2016-09-30,2015,Y,Department of Housing and Urban Development,32.7,1.5,31.2,null,31.2,15,2016,4,2016,3,09,30
2016-09-30,2015,Y,Department of State,30.2,4.3,25.9,0.1,26.0,16,2016,4,2016,3,09,30
2016-09-30,2015,Y,National Aeronautics and Space Administration,19.8,0.2,19.6,null,19.6,17,2016,4,2016,3,09,30
2016-09-30,2015,Y,Department of the Interior,19.2,2.7,16.5,null,16.5,18,2016,4,2016,3,09,30
2016-09-30,2015,Y,U.S. Agency for International Development,12.7,0.1,12.6,null,12.6,19,2016,4,2016,3,09,30
2016-09-30,2015,Y,Railroad Retirement Board,16.3,3.4,12.9,null,12.9,20,2016,4,2016,3,09,30
2016-09-30,2015,Y,Federal Communications Commission,9.6,0.3,9.3,null,9.3,21,2016,4,2016,3,09,30
2016-09-30,2015,Y,Department of Commerce,12.3,3.2,9.1,null,9.1,22,2016,4,2016,3,09,30
2016-09-30,2015,Y,Environmental Protection Agency,9.3,0.7,8.6,null,8.6,23,2016,4,2016,3,09,30
2016-09-30,2015,Y,National Science Foundation,7.0,null,7.0,null,7.0,24,2016,4,2016,3,09,30
2016-09-30,2015,Y,U.S. Postal Service,73.8,67.9,5.9,null,5.9,25,2016,4,2016,3,09,30
2016-09-30,2015,Y,Pension Benefit Guaranty Corporation,23.7,8.0,15.7,null,15.7,26,2016,4,2016,3,09,30
2016-09-30,2015,Y,Smithsonian Institution,0.8,null,0.8,null,0.8,27,2016,4,2016,3,09,30
2016-09-30,2015,Y,Millennium Challenge Corporation,0.8,null,0.8,null,0.8,28,2016,4,2016,3,09,30
2016-09-30,2015,Y,Small Business Administration,-0.5,0.4,-0.9,null,-0.9,29,2016,4,2016,3,09,30
2016-09-30,2015,Y,U.S. Nuclear Regulatory Commission,1.0,0.8,0.2,null,0.2,30,2016,4,2016,3,09,30
2016-09-30,2015,Y,General Services Administration,0.3,0.6,-0.3,null,-0.3,31,2016,4,2016,3,09,30
2016-09-30,2015,Y,Overseas Private Investment Corporation,-0.1,0.1,-0.2,null,-0.2,32,2016,4,2016,3,09,30
2016-09-30,2015,Y,Securities and Exchange Commission,1.5,2.0,-0.5,null,-0.5,33,2016,4,2016,3,09,30
2016-09-30,2015,Y,Farm Credit System Insurance Corporation,null,0.2,-0.2,null,-0.2,34,2016,4,2016,3,09,30
2016-09-30,2015,Y,National Credit Union Administration,null,0.3,-0.3,null,-0.3,35,2016,4,2016,3,09,30
2016-09-30,2015,Y,Tennessee Valley Authority,9.8,10.9,-1.1,null,-1.1,36,2016,4,2016,3,09,30
2016-09-30,2015,Y,Export-Import Bank of the United States,-0.6,1.3,-1.9,null,-1.9,37,2016,4,2016,3,09,30
2016-09-30,2015,Y,Office of Personnel Management,104.9,20.3,84.6,17.1,101.7,38,2016,4,2016,3,09,30
2016-09-30,2015,Y,Federal Deposit Insurance Corporation,-6.5,8.6,-15.1,null,-15.1,39,2016,4,2016,3,09,30
2016-09-30,2015,Y,All other entities,20.8,1.7,19.1,null,19.1,40,2016,4,2016,3,09,30
2016-09-30,2015,Y,Total,4248.2,375.6,3872.6,-19.3,3853.3,41,2016,4,2016,3,09,30
2015-09-30,2015,N,Department of Health and Human Services,1130.9,101.3,1029.6,-0.1,1029.5,1,2015,4,2015,3,09,30
2015-09-30,2015,N,Social Security Administration,945.0,0.3,944.7,null,944.7,2,2015,4,2015,3,09,30
2015-09-30,2015,N,Department of Defense,646.6,45.5,601.1,-27.5,573.6,3,2015,4,2015,3,09,30
2015-09-30,2015,N,Interest on Treasury Securities Held by the Public,250.8,null,250.8,null,250.8,4,2015,4,2015,3,09,30
2015-09-30,2015,N,Department of Veterans Affairs,186.9,4.8,182.1,-13.0,169.1,5,2015,4,2015,3,09,30
2015-09-30,2015,N,Department of Agriculture,147.7,9.1,138.6,null,138.6,6,2015,4,2015,3,09,30
2015-09-30,2015,N,Department of the Treasury,146.0,29.3,116.7,null,116.7,7,2015,4,2015,3,09,30
2015-09-30,2015,N,Office of Personnel Management,104.9,20.3,84.6,17.1,101.7,8,2015,4,2015,3,09,30
2015-09-30,2015,N,Department of Transportation,76.1,0.8,75.3,null,75.3,9,2015,4,2015,3,09,30
2015-09-30,2015,N,Department of Energy,76.5,4.6,71.9,null,71.9,10,2015,4,2015,3,09,30
2015-09-30,2015,N,Department of Homeland Security,60.2,12.1,48.1,4.1,52.2,11,2015,4,2015,3,09,30
2015-09-30,2015,N,Department of Labor,45.8,null,45.8,null,45.8,12,2015,4,2015,3,09,30
2015-09-30,2015,N,Department of Education,71.3,26.6,44.7,null,44.7,13,2015,4,2015,3,09,30
2015-09-30,2015,N,Defense Security Cooperation Agency,38.8,null,38.8,null,38.8,14,2015,4,2015,3,09,30
2015-09-30,2015,N,Department of Housing and Urban Development,32.7,1.5,31.2,null,31.2,15,2015,4,2015,3,09,30
2015-09-30,2015,N,Department of Justice,32.3,1.7,30.6,null,30.6,16,2015,4,2015,3,09,30
2015-09-30,2015,N,Department of State,30.2,4.3,25.9,0.1,26.0,17,2015,4,2015,3,09,30
2015-09-30,2015,N,National Aeronautics and Space Administration,19.8,0.2,19.6,null,19.6,18,2015,4,2015,3,09,30
2015-09-30,2015,N,Department of the Interior,19.2,2.7,16.5,null,16.5,19,2015,4,2015,3,09,30
2015-09-30,2015,N,Pension Benefit Guaranty Corporation,23.7,8.0,15.7,null,15.7,20,2015,4,2015,3,09,30
2015-09-30,2015,N,Railroad Retirement Board,16.3,3.4,12.9,null,12.9,21,2015,4,2015,3,09,30
2015-09-30,2015,N,U.S. Agency for International Development,12.7,0.1,12.6,null,12.6,22,2015,4,2015,3,09,30
2015-09-30,2015,N,Federal Communications Commission,9.6,0.3,9.3,null,9.3,23,2015,4,2015,3,09,30
2015-09-30,2015,N,Department of Commerce,12.3,3.2,9.1,null,9.1,24,2015,4,2015,3,09,30
2015-09-30,2015,N,Environmental Protection Agency,9.3,0.7,8.6,null,8.6,25,2015,4,2015,3,09,30
2015-09-30,2015,N,National Science Foundation,7.0,null,7.0,null,7.0,26,2015,4,2015,3,09,30
2015-09-30,2015,N,U.S. Postal Service,73.8,67.9,5.9,null,5.9,27,2015,4,2015,3,09,30
2015-09-30,2015,N,Millennium Challenge Corporation,0.8,null,0.8,null,0.8,28,2015,4,2015,3,09,30
2015-09-30,2015,N,Smithsonian Institution,0.8,null,0.8,null,0.8,29,2015,4,2015,3,09,30
2015-09-30,2015,N,U.S. Nuclear Regulatory Commission,1.0,0.8,0.2,null,0.2,30,2015,4,2015,3,09,30
2015-09-30,2015,N,Farm Credit System Insurance Corporation,null,0.2,-0.2,null,-0.2,31,2015,4,2015,3,09,30
2015-09-30,2015,N,Overseas Private Investment Corporation,-0.1,0.1,-0.2,null,-0.2,32,2015,4,2015,3,09,30
2015-09-30,2015,N,General Services Administration,0.3,0.6,-0.3,null,-0.3,33,2015,4,2015,3,09,30
2015-09-30,2015,N,National Credit Union Administration,null,0.3,-0.3,null,-0.3,34,2015,4,2015,3,09,30
2015-09-30,2015,N,Securities and Exchange Commission,1.5,2.0,-0.5,null,-0.5,35,2015,4,2015,3,09,30
2015-09-30,2015,N,Small Business Administration,-0.5,0.4,-0.9,null,-0.9,36,2015,4,2015,3,09,30
2015-09-30,2015,N,Tennessee Valley Authority,9.8,10.9,-1.1,null,-1.1,37,2015,4,2015,3,09,30
2015-09-30,2015,N,Export-Import Bank of the United States,-0.6,1.3,-1.9,null,-1.9,38,2015,4,2015,3,09,30
2015-09-30,2015,N,Federal Deposit Insurance Corporation,-6.5,8.6,-15.1,null,-15.1,39,2015,4,2015,3,09,30
2015-09-30,2015,N,All other entities,20.8,1.7,19.1,null,19.1,40,2015,4,2015,3,09,30
2015-09-30,2015,N,Total,4253.7,375.6,3878.1,-19.3,3858.8,41,2015,4,2015,3,09,30
2015-09-30,2014,Y,Department of Health and Human Services,1029.5,78.1,951.4,0.1,951.5,1,2015,4,2015,3,09,30
2015-09-30,2014,Y,Social Security Administration,906.8,0.4,906.4,null,906.4,2,2015,4,2015,3,09,30
2015-09-30,2014,Y,Department of Defense,716.9,61.5,655.4,6.9,662.3,3,2015,4,2015,3,09,30
2015-09-30,2014,Y,Interest on Treasury Securities Held by the Public,260.0,null,260.0,null,260.0,4,2015,4,2015,3,09,30
2015-09-30,2014,Y,Department of Veterans Affairs,207.4,4.3,203.1,-22.1,181.0,5,2015,4,2015,3,09,30
2015-09-30,2014,Y,Department of Agriculture,150.5,9.3,141.2,null,141.2,6,2015,4,2015,3,09,30
2015-09-30,2014,Y,Department of the Treasury,182.9,79.9,103.0,null,103.0,7,2015,4,2015,3,09,30
2015-09-30,2014,Y,Office of Personnel Management,85.3,19.5,65.8,21.3,87.1,8,2015,4,2015,3,09,30
2015-09-30,2014,Y,Department of Transportation,77.2,0.9,76.3,null,76.3,9,2015,4,2015,3,09,30
2015-09-30,2014,Y,Department of Energy,57.0,5.0,52.0,null,52.0,10,2015,4,2015,3,09,30
2015-09-30,2014,Y,Department of Homeland Security,58.1,10.3,47.8,-1.3,46.5,11,2015,4,2015,3,09,30
2015-09-30,2014,Y,Department of Labor,53.6,null,53.6,null,53.6,12,2015,4,2015,3,09,30
2015-09-30,2014,Y,Department of Education,80.9,24.8,56.1,null,56.1,13,2015,4,2015,3,09,30
2015-09-30,2014,Y,Defense Security Cooperation Agency,34.9,null,34.9,null,34.9,14,2015,4,2015,3,09,30
2015-09-30,2014,Y,Department of Housing and Urban Development,44.4,1.6,42.8,null,42.8,15,2015,4,2015,3,09,30
2015-09-30,2014,Y,Department of Justice,33.0,1.7,31.3,null,31.3,16,2015,4,2015,3,09,30
2015-09-30,2014,Y,Department of State,30.6,3.8,26.8,-1.4,25.4,17,2015,4,2015,3,09,30
2015-09-30,2014,Y,National Aeronautics and Space Administration,18.4,0.2,18.2,null,18.2,18,2015,4,2015,3,09,30
2015-09-30,2014,Y,Department of the Interior,18.7,2.4,16.3,null,16.3,19,2015,4,2015,3,09,30
2015-09-30,2014,Y,Pension Benefit Guaranty Corporation,38.5,11.2,27.3,null,27.3,20,2015,4,2015,3,09,30
2015-09-30,2014,Y,Railroad Retirement Board,13.9,5.6,8.3,null,8.3,21,2015,4,2015,3,09,30
2015-09-30,2014,Y,U.S. Agency for International Development,11.7,null,11.7,null,11.7,22,2015,4,2015,3,09,30
2015-09-30,2014,Y,Federal Communications Commission,9.3,0.4,8.9,null,8.9,23,2015,4,2015,3,09,30
2015-09-30,2014,Y,Department of Commerce,12.0,3.2,8.8,null,8.8,24,2015,4,2015,3,09,30
2015-09-30,2014,Y,Environmental Protection Agency,8.9,0.5,8.4,null,8.4,25,2015,4,2015,3,09,30
2015-09-30,2014,Y,National Science Foundation,7.2,null,7.2,null,7.2,26,2015,4,2015,3,09,30
2015-09-30,2014,Y,U.S. Postal Service,73.6,66.9,6.7,null,6.7,27,2015,4,2015,3,09,30
2015-09-30,2014,Y,Millennium Challenge Corporation,1.0,null,1.0,null,1.0,28,2015,4,2015,3,09,30
2015-09-30,2014,Y,Smithsonian Institution,0.7,null,0.7,null,0.7,29,2015,4,2015,3,09,30
2015-09-30,2014,Y,U.S. Nuclear Regulatory Commission,1.0,0.8,0.2,null,0.2,30,2015,4,2015,3,09,30
2015-09-30,2014,Y,Farm Credit System Insurance Corporation,null,0.2,-0.2,null,-0.2,31,2015,4,2015,3,09,30
2015-09-30,2014,Y,Overseas Private Investment Corporation,-0.3,0.1,-0.4,null,-0.4,32,2015,4,2015,3,09,30
2015-09-30,2014,Y,General Services Administration,0.7,0.6,0.1,null,0.1,33,2015,4,2015,3,09,30
2015-09-30,2014,Y,National Credit Union Administration,-1.2,0.1,-1.3,null,-1.3,34,2015,4,2015,3,09,30
2015-09-30,2014,Y,Securities and Exchange Commission,1.4,1.9,-0.5,null,-0.5,35,2015,4,2015,3,09,30
2015-09-30,2014,Y,Small Business Administration,-0.3,0.4,-0.7,null,-0.7,36,2015,4,2015,3,09,30
2015-09-30,2014,Y,Tennessee Valley Authority,10.5,11.1,-0.6,null,-0.6,37,2015,4,2015,3,09,30
2015-09-30,2014,Y,Export-Import Bank of the United States,1.1,1.1,null,null,null,38,2015,4,2015,3,09,30
2015-09-30,2014,Y,Federal Deposit Insurance Corporation,-4.4,8.8,-13.2,null,-13.2,39,2015,4,2015,3,09,30
2015-09-30,2014,Y,All other entities,20.0,1.3,18.7,null,18.7,40,2015,4,2015,3,09,30
2015-09-30,2014,Y,Total,4251.4,417.9,3833.5,3.5,3837.0,41,2015,4,2015,3,09,30
2014-09-30,2014,N,Department of Health and Human Services,1029.5,78.1,951.4,0.1,951.5,1,2014,4,2014,3,09,30
2014-09-30,2014,N,Social Security Administration,906.8,0.4,906.4,null,906.4,2,2014,4,2014,3,09,30
2014-09-30,2014,N,Department of Defense,716.9,61.5,655.4,6.9,662.3,3,2014,4,2014,3,09,30
2014-09-30,2014,N,Interest on Treasury Securities Held by the Public,260.0,null,260.0,null,260.0,4,2014,4,2014,3,09,30
2014-09-30,2014,N,Department of Veterans Affairs,207.4,4.3,203.1,-22.1,181.0,5,2014,4,2014,3,09,30
2014-09-30,2014,N,Department of Agriculture,150.5,9.3,141.2,null,141.2,6,2014,4,2014,3,09,30
2014-09-30,2014,N,Department of the Treasury,182.9,79.9,103.0,null,103.0,7,2014,4,2014,3,09,30
2014-09-30,2014,N,Office of Personnel Management,85.3,19.5,65.8,21.3,87.1,8,2014,4,2014,3,09,30
2014-09-30,2014,N,Department of Transportation,77.2,0.9,76.3,null,76.3,9,2014,4,2014,3,09,30
2014-09-30,2014,N,Department of Education,80.9,24.8,56.1,null,56.1,10,2014,4,2014,3,09,30
2014-09-30,2014,N,Department of Labor,53.6,null,53.6,null,53.6,11,2014,4,2014,3,09,30
2014-09-30,2014,N,Department of Energy,57.0,5.0,52.0,null,52.0,12,2014,4,2014,3,09,30
2014-09-30,2014,N,Department of Homeland Security,58.1,10.3,47.8,-1.3,46.5,13,2014,4,2014,3,09,30
2014-09-30,2014,N,Department of Housing and Urban Development,44.4,1.6,42.8,null,42.8,14,2014,4,2014,3,09,30
2014-09-30,2014,N,Department of Justice,33.0,1.7,31.3,null,31.3,15,2014,4,2014,3,09,30
2014-09-30,2014,N,Pension Benefit Guaranty Corporation,38.5,11.2,27.3,null,27.3,16,2014,4,2014,3,09,30
2014-09-30,2014,N,Department of State,30.6,3.8,26.8,-1.4,25.4,17,2014,4,2014,3,09,30
2014-09-30,2014,N,National Aeronautics and Space Administration,18.4,0.2,18.2,null,18.2,18,2014,4,2014,3,09,30
2014-09-30,2014,N,Department of the Interior,18.7,2.4,16.3,null,16.3,19,2014,4,2014,3,09,30
2014-09-30,2014,N,Agency for International Development,11.7,null,11.7,null,11.7,20,2014,4,2014,3,09,30
2014-09-30,2014,N,Federal Communications Commission,9.3,0.4,8.9,null,8.9,21,2014,4,2014,3,09,30
2014-09-30,2014,N,Department of Commerce,12.0,3.2,8.8,null,8.8,22,2014,4,2014,3,09,30
2014-09-30,2014,N,Environmental Protection Agency,8.9,0.5,8.4,null,8.4,23,2014,4,2014,3,09,30
2014-09-30,2014,N,Railroad Retirement Board,13.9,5.6,8.3,null,8.3,24,2014,4,2014,3,09,30
2014-09-30,2014,N,National Science Foundation,7.2,null,7.2,null,7.2,25,2014,4,2014,3,09,30
2014-09-30,2014,N,U.S. Postal Service,73.6,66.9,6.7,null,6.7,26,2014,4,2014,3,09,30
2014-09-30,2014,N,Millennium Challenge Corporation,1.0,null,1.0,null,1.0,27,2014,4,2014,3,09,30
2014-09-30,2014,N,Smithsonian Institution,0.7,null,0.7,null,0.7,28,2014,4,2014,3,09,30
2014-09-30,2014,N,U.S. Nuclear Regulatory Commission,1.0,0.8,0.2,null,0.2,29,2014,4,2014,3,09,30
2014-09-30,2014,N,General Services Administration,0.7,0.6,0.1,null,0.1,30,2014,4,2014,3,09,30
2014-09-30,2014,N,Export-Import Bank of the United States,1.1,1.1,null,null,null,31,2014,4,2014,3,09,30
2014-09-30,2014,N,Farm Credit System Insurance Corporation,null,0.2,-0.2,null,-0.2,32,2014,4,2014,3,09,30
2014-09-30,2014,N,Overseas Private Investments Corporation,-0.3,0.1,-0.4,null,-0.4,33,2014,4,2014,3,09,30
2014-09-30,2014,N,Securities and Exchange Commission,1.4,1.9,-0.5,null,-0.5,34,2014,4,2014,3,09,30
2014-09-30,2014,N,Tennessee Valley Authority,10.5,11.1,-0.6,null,-0.6,35,2014,4,2014,3,09,30
2014-09-30,2014,N,Small Business Administration,-0.3,0.4,-0.7,null,-0.7,36,2014,4,2014,3,09,30
2014-09-30,2014,N,National Credit Union Administration,-1.2,0.1,-1.3,null,-1.3,37,2014,4,2014,3,09,30
2014-09-30,2014,N,Federal Deposit Insurance Corporation,-4.4,8.8,-13.2,null,-13.2,38,2014,4,2014,3,09,30
2014-09-30,2014,N,All other entities,54.9,1.3,53.6,null,53.6,39,2014,4,2014,3,09,30
2014-09-30,2014,N,Total,4251.4,417.9,3833.5,3.5,3837.0,40,2014,4,2014,3,09,30
2014-09-30,2013,Y,Department of Health and Human Services,968.4,72.9,895.5,0.2,895.7,1,2014,4,2014,3,09,30
2014-09-30,2013,Y,Social Security Administration,867.4,0.4,867.0,null,867.0,2,2014,4,2014,3,09,30
2014-09-30,2013,Y,Department of Defense,685.1,44.9,640.2,-62.8,577.4,3,2014,4,2014,3,09,30
2014-09-30,2013,Y,Interest on Treasury Securities Held by the Public,247.6,null,247.6,null,247.6,4,2014,4,2014,3,09,30
2014-09-30,2013,Y,Department of Veterans Affairs,243.3,4.5,238.8,114.1,352.9,5,2014,4,2014,3,09,30
2014-09-30,2013,Y,Department of Agriculture,147.6,7.5,140.1,null,140.1,6,2014,4,2014,3,09,30
2014-09-30,2013,Y,Department of the Treasury,75.3,103.5,-28.2,null,-28.2,7,2014,4,2014,3,09,30
2014-09-30,2013,Y,Office of Personnel Management,67.3,19.2,48.1,81.9,130.0,8,2014,4,2014,3,09,30
2014-09-30,2013,Y,Department of Transportation,77.3,0.9,76.4,null,76.4,9,2014,4,2014,3,09,30
2014-09-30,2013,Y,Department of Education,32.9,23.2,9.7,null,9.7,10,2014,4,2014,3,09,30
2014-09-30,2013,Y,Department of Labor,80.1,null,80.1,null,80.1,11,2014,4,2014,3,09,30
2014-09-30,2013,Y,Department of Energy,38.5,4.3,34.2,null,34.2,12,2014,4,2014,3,09,30
2014-09-30,2013,Y,Department of Homeland Security,70.7,9.7,61.0,-2.4,58.6,13,2014,4,2014,3,09,30
2014-09-30,2013,Y,Department of Housing and Urban Development,42.6,1.5,41.1,null,41.1,14,2014,4,2014,3,09,30
2014-09-30,2013,Y,Department of Justice,31.8,1.3,30.5,null,30.5,15,2014,4,2014,3,09,30
2014-09-30,2013,Y,Pension Benefit Guaranty Corporation,9.1,9.4,-0.3,null,-0.3,16,2014,4,2014,3,09,30
2014-09-30,2013,Y,Department of State,29.4,4.2,25.2,0.4,25.6,17,2014,4,2014,3,09,30
2014-09-30,2013,Y,National Aeronautics and Space Administration,18.1,0.2,17.9,null,17.9,18,2014,4,2014,3,09,30
2014-09-30,2013,Y,Department of the Interior,16.9,2.7,14.2,null,14.2,19,2014,4,2014,3,09,30
2014-09-30,2013,Y,Agency for International Development,10.6,0.2,10.4,null,10.4,20,2014,4,2014,3,09,30
2014-09-30,2013,Y,Federal Communications Commission,9.9,0.4,9.5,null,9.5,21,2014,4,2014,3,09,30
2014-09-30,2013,Y,Department of Commerce,11.1,2.9,8.2,null,8.2,22,2014,4,2014,3,09,30
2014-09-30,2013,Y,Environmental Protection Agency,9.8,0.5,9.3,null,9.3,23,2014,4,2014,3,09,30
2014-09-30,2013,Y,Railroad Retirement Board,13.5,4.2,9.3,null,9.3,24,2014,4,2014,3,09,30
2014-09-30,2013,Y,National Science Foundation,7.1,null,7.1,null,7.1,25,2014,4,2014,3,09,30
2014-09-30,2013,Y,U.S. Postal Service,72.4,66.3,6.1,null,6.1,26,2014,4,2014,3,09,30
2014-09-30,2013,Y,Millennium Challenge Corporation,1.7,null,1.7,null,1.7,27,2014,4,2014,3,09,30
2014-09-30,2013,Y,Smithsonian Institution,0.8,null,0.8,null,0.8,28,2014,4,2014,3,09,30
2014-09-30,2013,Y,U.S. Nuclear Regulatory Commission,1.0,0.8,0.2,null,0.2,29,2014,4,2014,3,09,30
2014-09-30,2013,Y,General Services Administration,0.1,0.7,-0.6,null,-0.6,30,2014,4,2014,3,09,30
2014-09-30,2013,Y,Export-Import Bank of the United States,1.1,1.0,0.1,null,0.1,31,2014,4,2014,3,09,30
2014-09-30,2013,Y,Farm Credit System Insurance Corporation,null,0.1,-0.1,null,-0.1,32,2014,4,2014,3,09,30
2014-09-30,2013,Y,Overseas Private Investments Corporation,0.3,0.1,0.2,null,0.2,33,2014,4,2014,3,09,30
2014-09-30,2013,Y,Securities and Exchange Commission,1.3,1.8,-0.5,null,-0.5,34,2014,4,2014,3,09,30
2014-09-30,2013,Y,Tennessee Valley Authority,10.7,11.0,-0.3,-0.2,-0.5,35,2014,4,2014,3,09,30
2014-09-30,2013,Y,Small Business Administration,0.7,0.4,0.3,null,0.3,36,2014,4,2014,3,09,30
2014-09-30,2013,Y,National Credit Union Administration,-1.8,0.9,-2.7,null,-2.7,37,2014,4,2014,3,09,30
2014-09-30,2013,Y,Federal Deposit Insurance Corporation,-2.9,12.7,-15.6,null,-15.6,38,2014,4,2014,3,09,30
2014-09-30,2013,Y,All other entities,44.1,1.2,42.9,null,42.9,39,2014,4,2014,3,09,30
2014-09-30,2013,Y,Total,3940.9,415.5,3525.4,131.2,3656.6,40,2014,4,2014,3,09,30
2013-09-30,2013,N,Department of Health and Human Services,968.4,72.9,895.5,0.2,895.7,1,2013,4,2013,3,09,30
2013-09-30,2013,N,Social Security Administration,867.4,0.4,867.0,null,867.0,2,2013,4,2013,3,09,30
2013-09-30,2013,N,Department of Defense,685.1,44.9,640.2,-62.8,577.4,3,2013,4,2013,3,09,30
2013-09-30,2013,N,Department of Veterans Affairs,243.3,4.5,238.8,114.1,352.9,4,2013,4,2013,3,09,30
2013-09-30,2013,N,Interest on Treasury Securities Held by the Public,247.6,null,247.6,null,247.6,5,2013,4,2013,3,09,30
2013-09-30,2013,N,Department of Agriculture,147.6,7.5,140.1,null,140.1,6,2013,4,2013,3,09,30
2013-09-30,2013,N,Office of Personnel Management,67.3,19.2,48.1,81.9,130.0,7,2013,4,2013,3,09,30
2013-09-30,2013,N,Department of Labor,80.1,null,80.1,null,80.1,8,2013,4,2013,3,09,30
2013-09-30,2013,N,Department of Transportation,77.3,0.9,76.4,null,76.4,9,2013,4,2013,3,09,30
2013-09-30,2013,N,Department of Homeland Security,70.7,9.7,61.0,-2.4,58.6,10,2013,4,2013,3,09,30
2013-09-30,2013,N,Department of Housing and Urban Development,42.6,1.5,41.1,null,41.1,11,2013,4,2013,3,09,30
2013-09-30,2013,N,Department of Energy,38.5,4.3,34.2,null,34.2,12,2013,4,2013,3,09,30
2013-09-30,2013,N,Department of Justice,31.8,1.3,30.5,null,30.5,13,2013,4,2013,3,09,30
2013-09-30,2013,N,Department of State,29.4,4.2,25.2,0.4,25.6,14,2013,4,2013,3,09,30
2013-09-30,2013,N,National Aeronautics and Space Administration,18.1,0.2,17.9,null,17.9,15,2013,4,2013,3,09,30
2013-09-30,2013,N,Department of the Interior,16.9,2.7,14.2,null,14.2,16,2013,4,2013,3,09,30
2013-09-30,2013,N,Agency for International Development,10.6,0.2,10.4,null,10.4,17,2013,4,2013,3,09,30
2013-09-30,2013,N,Department of Education,32.9,23.2,9.7,null,9.7,18,2013,4,2013,3,09,30
2013-09-30,2013,N,Federal Communications Commission,9.9,0.4,9.5,null,9.5,19,2013,4,2013,3,09,30
2013-09-30,2013,N,Railroad Retirement Board,13.5,4.2,9.3,null,9.3,20,2013,4,2013,3,09,30
2013-09-30,2013,N,Environmental Protection Agency,9.8,0.5,9.3,null,9.3,21,2013,4,2013,3,09,30
2013-09-30,2013,N,Department of Commerce,11.1,2.9,8.2,null,8.2,22,2013,4,2013,3,09,30
2013-09-30,2013,N,National Science Foundation,7.1,null,7.1,null,7.1,23,2013,4,2013,3,09,30
2013-09-30,2013,N,U.S. Postal Service,72.4,66.3,6.1,null,6.1,24,2013,4,2013,3,09,30
2013-09-30,2013,N,Smithsonian Institution,0.8,null,0.8,null,0.8,25,2013,4,2013,3,09,30
2013-09-30,2013,N,Small Business Administration,0.7,0.4,0.3,null,0.3,26,2013,4,2013,3,09,30
2013-09-30,2013,N,U.S. Nuclear Regulatory Commission,1.0,0.8,0.2,null,0.2,27,2013,4,2013,3,09,30
